symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
SOL,-1.17,25.0,0.385,-1.95,8,9303.98,18.04,"{""손절"": 1, ""횡보정리"": 5, ""동적익절"": 1, ""트레일링스탑"": 1}"
SOLV,5.07,60.0,2.424,-1.46,10,11793.66,1.5,"{""손절"": 4, ""동적익절"": 4, ""트레일링스탑"": 2}"
SOMI,4.25,80.0,8.128,-0.76,5,5939.74,3.5,"{""동적익절"": 3, ""손절"": 1, ""트레일링스탑"": 1}"
SONIC,-1.49,0.0,0.0,-1.91,2,2296.1,1.25,"{""손절"": 2}"
SOON,-1.95,42.86,0.44,-3.2,7,8117.86,33.14,"{""손절"": 3, ""강제청산"": 1, ""동적익절"": 2, ""트레일링스탑"": 1}"
SPK,-2.45,44.44,0.501,-4.4,9,10438.49,2.58,"{""손절"": 5, ""동적익절"": 3, ""트레일링스탑"": 1}"
SPURS,2.04,63.64,1.42,-4.67,11,12884.54,1.18,"{""손절"": 4, ""트레일링스탑"": 3, ""동적익절"": 4}"
STABLE,-3.34,25.0,0.324,-3.93,8,9249.61,3.06,"{""손절"": 6, ""동적익절"": 2}"
STEEM,-2.17,0.0,0.0,-2.4,3,3445.63,9.03,"{""횡보정리"": 1, ""손절"": 2}"
STORJ,-0.36,66.67,0.628,-1.52,3,3490.93,5.67,"{""동적익절"": 1, ""손절"": 1, ""트레일링스탑"": 1}"
STRK,1.08,71.43,1.875,-1.33,7,8193.83,3.0,"{""동적익절"": 2, ""손절"": 2, ""트레일링스탑"": 3}"
STX,0.19,100.0,,-0.45,1,1171.48,27.75,"{""동적익절"": 1}"
SUI,1.26,71.43,2.086,-0.74,7,8198.15,5.88,"{""동적익절"": 4, ""트레일링스탑"": 1, ""손절"": 2}"
SUNDOG,0.88,66.67,2.04,-1.24,3,3521.95,3.0,"{""손절"": 1, ""동적익절"": 2}"
SUPER,-1.07,33.33,0.429,-1.26,3,3473.26,3.0,"{""손절"": 2, ""동적익절"": 1}"
SWAP,-2.97,20.0,0.243,-3.46,5,5758.91,1.0,"{""손절"": 4, ""동적익절"": 1}"
SXT,-0.6,0.0,0.0,-0.66,1,1151.52,2.5,"{""손절"": 1}"
TAIKO,1.65,100.0,,-0.5,2,2374.6,2.5,"{""동적익절"": 2}"
TAO,-1.19,0.0,0.0,-1.48,2,2303.49,9.33,"{""손절"": 2}"
TAVA,-3.47,16.67,0.253,-3.89,6,6912.92,1.75,"{""손절"": 5, ""동적익절"": 1}"
TDROP,0.97,63.64,1.272,-2.24,11,12857.64,5.88,"{""동적익절"": 5, ""횡보정리"": 1, ""손절"": 3, ""트레일링스탑"": 2}"
TEMCO,2.56,66.67,8.034,-0.88,3,3564.24,8.67,"{""횡보정리"": 1, ""동적익절"": 2}"
THE,2.2,66.67,3.668,-1.46,3,3555.04,1.03,"{""손절"": 1, ""트레일링스탑"": 1, ""동적익절"": 1}"
THETA,-0.62,0.0,0.0,-0.68,1,1151.15,1.25,"{""손절"": 1}"
TOKAMAK,-0.52,25.0,0.695,-2.27,4,4653.76,2.54,"{""손절"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
TON,5.07,80.0,6.682,-1.1,10,11793.66,5.13,"{""횡보정리"": 1, ""동적익절"": 5, ""트레일링스탑"": 3, ""손절"": 1}"
TOWNS,0.09,40.0,1.069,-1.34,5,5835.68,1.42,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
TRAC,6.13,62.5,3.34,-2.0,8,9486.96,4.27,"{""손절"": 3, ""트레일링스탑"": 1, ""동적익절"": 4}"
TREE,0.78,100.0,,-0.34,2,2352.82,5.62,"{""동적익절"": 1, ""트레일링스탑"": 1}"
TRUMP,-1.48,0.0,0.0,-1.6,2,2296.19,2.71,"{""손절"": 2}"
TRUST,2.02,100.0,,-0.89,4,4717.28,1.85,"{""트레일링스탑"": 2, ""동적익절"": 2}"
TRX,-0.5,33.33,0.324,-1.25,3,3487.51,17.69,"{""횡보정리"": 1, ""손절"": 1, ""동적익절"": 1}"
TURBO,3.07,85.71,5.316,-1.05,7,8243.66,5.5,"{""동적익절"": 5, ""트레일링스탑"": 1, ""손절"": 1}"
UMA,0.49,60.0,1.356,-1.23,5,5845.53,5.42,"{""동적익절"": 3, ""손절"": 2}"
UOS,-3.09,25.0,0.295,-3.65,8,9255.87,5.44,"{""손절"": 5, ""동적익절"": 1, ""트레일링스탑"": 1, ""횡보정리"": 1}"
VIRTUAL,0.63,58.33,1.226,-1.5,12,14015.82,10.57,"{""손절"": 4, ""동적익절"": 7, ""횡보정리"": 1}"
VVV,0.29,66.67,1.17,-1.72,6,7007.29,2.81,"{""트레일링스탑"": 3, ""동적익절"": 1, ""손절"": 2}"
WAL,8.34,100.0,,-0.21,1,1375.57,1.83,"{""동적익절"": 1}"
WAXL,-2.6,20.0,0.228,-3.46,5,5768.15,0.85,"{""손절"": 4, ""동적익절"": 1}"
WAXP,0.23,60.0,1.121,-1.68,5,5839.0,6.73,"{""동적익절"": 2, ""손절"": 2, ""트레일링스탑"": 1}"
WCT,-0.92,60.0,0.337,-1.65,5,5810.34,2.95,"{""손절"": 2, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
WET,-1.4,40.0,0.445,-2.53,5,5798.37,1.43,"{""손절"": 3, ""동적익절"": 1, ""트레일링스탑"": 1}"
WIF,0.45,66.67,1.778,-0.96,3,3511.34,13.14,"{""동적익절"": 2, ""손절"": 1}"
WIKEN,0.76,60.0,1.574,-1.76,5,5852.39,1.22,"{""손절"": 2, ""동적익절"": 2, ""백테스트종료"": 1}"
WLD,-1.52,30.0,0.541,-2.7,10,11628.63,9.5,"{""손절"": 5, ""횡보정리"": 2, ""동적익절"": 3}"
WLFI,0.71,66.67,2.21,-0.64,3,3517.82,4.14,"{""동적익절"": 2, ""손절"": 1}"
WNCG,0.2,100.0,,-0.39,1,1171.66,0.92,"{""트레일링스탑"": 1}"
XAI,0.08,50.0,1.11,-0.74,2,2335.23,3.25,"{""동적익절"": 1, ""손절"": 1}"
XAN,-0.66,42.86,0.776,-2.61,7,8150.2,3.1,"{""동적익절"": 3, ""손절"": 4}"
XAUT,0.0,0.0,,0.0,0,0.0,0.0,{}
XCN,0.68,66.67,2.168,-1.02,3,3517.07,8.22,"{""손절"": 1, ""동적익절"": 2}"
XEC,-1.42,0.0,0.0,-1.54,2,2297.67,1.92,"{""손절"": 2}"
XION,1.99,66.67,4.137,-0.94,3,3549.94,5.03,"{""손절"": 1, ""동적익절"": 2}"
XLM,0.14,50.0,1.925,-0.74,2,2336.83,13.83,"{""트레일링스탑"": 1, ""횡보정리"": 1}"
XPL,-0.81,50.0,0.351,-1.59,4,4646.36,1.85,"{""트레일링스탑"": 2, ""손절"": 2}"
XPLA,-2.35,0.0,0.0,-2.53,3,3441.06,5.69,"{""손절"": 3}"
XPR,-1.3,0.0,0.0,-1.56,2,2300.81,12.5,"{""횡보정리"": 1, ""손절"": 1}"
XRP,-2.43,25.0,0.081,-3.02,8,9272.4,17.35,"{""손절"": 3, ""동적익절"": 1, ""횡보정리"": 3, ""백테스트종료"": 1}"
XTER,0.58,66.67,1.814,-0.76,3,3514.45,4.17,"{""동적익절"": 2, ""손절"": 1}"
XVS,-6.81,57.14,0.341,-9.04,7,7995.88,1.51,"{""동적익절"": 4, ""손절"": 3}"
XYO,1.07,100.0,,-0.1,1,1193.43,0.17,"{""동적익절"": 1}"
YB,0.4,50.0,1.201,-1.59,6,7010.0,1.57,"{""동적익절"": 3, ""손절"": 3}"
YFI,-0.1,0.0,0.0,-0.45,1,1164.04,30.5,"{""횡보정리"": 1}"
ZAMA,-0.12,57.14,0.935,-1.31,7,8163.78,2.25,"{""동적익절"": 1, ""손절"": 3, ""트레일링스탑"": 3}"
ZBT,-4.61,30.0,0.267,-6.59,10,11551.01,1.57,"{""동적익절"": 2, ""손절"": 7, ""트레일링스탑"": 1}"
ZETA,0.51,40.0,1.313,-1.33,5,5846.11,40.62,"{""손절"": 2, ""강제청산"": 1, ""동적익절"": 2}"
ZIL,0.26,66.67,2.99,-0.74,3,3506.56,16.11,"{""횡보정리"": 1, ""동적익절"": 1, ""트레일링스탑"": 1}"
ZK,-1.17,0.0,0.0,-1.29,2,2303.95,3.25,"{""손절"": 2}"
ZKP,0.73,100.0,,-0.71,1,1185.01,1.17,"{""동적익절"": 1}"
ZRC,3.27,66.67,4.223,-1.04,3,3581.99,6.81,"{""동적익절"": 2, ""손절"": 1}"
ZTX,1.95,62.5,1.592,-2.3,8,9382.29,1.53,"{""손절"": 3, ""동적익절"": 5}"
